xcen,ycen,sxx,syy,sxy                                                     
5.3500E+001,9.1500E+001,-9.5427E+006,-2.5826E+007,1.3715E+005           
5.3500E+001,9.2500E+001,-9.5889E+006,-2.5861E+007,1.2390E+005           
5.3500E+001,9.3500E+001,-9.6408E+006,-2.5893E+007,1.1052E+005           
5.3500E+001,9.4500E+001,-9.6986E+006,-2.5921E+007,9.6705E+004           
5.3500E+001,9.5500E+001,-9.7632E+006,-2.5945E+007,8.2120E+004           
5.3500E+001,9.6500E+001,-9.8355E+006,-2.5966E+007,6.6676E+004           
5.3500E+001,9.7500E+001,-9.9160E+006,-2.5982E+007,5.0132E+004           
5.3500E+001,9.8500E+001,-1.0006E+007,-2.5993E+007,3.1782E+004           
5.3500E+001,9.9500E+001,-1.0106E+007,-2.5999E+007,1.1229E+004          
5.4500E+001,5.0000E-001,-9.1263E+006,-2.5197E+007,-4.9443E+003           
5.4500E+001,1.5000E+000,-9.1265E+006,-2.5195E+007,-1.5164E+004           
5.4500E+001,2.5000E+000,-9.1271E+006,-2.5191E+007,-2.5379E+004           
5.4500E+001,3.5000E+000,-9.1281E+006,-2.5185E+007,-3.6263E+004           
5.4500E+001,4.5000E+000,-9.1293E+006,-2.5177E+007,-4.7117E+004           
5.4500E+001,5.5000E+000,-9.1311E+006,-2.5167E+007,-5.8262E+004           
5.4500E+001,6.5000E+000,-9.1332E+006,-2.5154E+007,-6.9934E+004           
5.4500E+001,7.5000E+000,-9.1354E+006,-2.5140E+007,-8.2743E+004           
5.4500E+001,8.5000E+000,-9.1376E+006,-2.5122E+007,-9.4931E+004           
5.4500E+001,9.5000E+000,-9.1404E+006,-2.5103E+007,-1.0909E+005          
5.4500E+001,1.0500E+001,-9.1435E+006,-2.5080E+007,-1.2384E+005          
5.4500E+001,1.1500E+001,-9.1469E+006,-2.5054E+007,-1.3960E+005          
5.4500E+001,1.2500E+001,-9.1507E+006,-2.5024E+007,-1.5723E+005          
5.4500E+001,1.3500E+001,-9.1554E+006,-2.4993E+007,-1.7650E+005          
5.4500E+001,1.4500E+001,-9.1608E+006,-2.4957E+007,-1.9719E+005          
5.4500E+001,1.5500E+001,-9.1664E+006,-2.4916E+007,-2.1971E+005          
5.4500E+001,1.6500E+001,-9.1734E+006,-2.4872E+007,-2.4461E+005          
5.4500E+001,1.7500E+001,-9.1813E+006,-2.4823E+007,-2.7245E+005          
5.4500E+001,1.8500E+001,-9.1895E+006,-2.4769E+007,-3.0309E+005          
5.4500E+001,1.9500E+001,-9.1983E+006,-2.4709E+007,-3.3735E+005          
5.4500E+001,2.0500E+001,-9.2089E+006,-2.4644E+007,-3.7618E+005          
5.4500E+001,2.1500E+001,-9.2197E+006,-2.4570E+007,-4.1973E+005          
5.4500E+001,2.2500E+001,-9.2307E+006,-2.4490E+007,-4.6906E+005          
5.4500E+001,2.3500E+001,-9.2434E+006,-2.4401E+007,-5.2547E+005          
5.4500E+001,2.4500E+001,-9.2568E+006,-2.4303E+007,-5.8956E+005          
5.4500E+001,2.5500E+001,-9.2706E+006,-2.4194E+007,-6.6323E+005          
5.4500E+001,2.6500E+001,-9.2848E+006,-2.4075E+007,-7.4809E+005          
5.4500E+001,2.7500E+001,-9.2994E+006,-2.3943E+007,-8.4604E+005          
5.4500E+001,2.8500E+001,-9.3132E+006,-2.3798E+007,-9.5949E+005          
5.4500E+001,2.9500E+001,-9.3248E+006,-2.3639E+007,-1.0916E+006          
5.4500E+001,3.0500E+001,-9.3336E+006,-2.3464E+007,-1.2466E+006          
5.4500E+001,3.1500E+001,-9.3377E+006,-2.3272E+007,-1.4292E+006          
5.4500E+001,3.2500E+001,-9.3346E+006,-2.3064E+007,-1.6445E+006          
5.4500E+001,3.3500E+001,-9.3188E+006,-2.2840E+007,-1.9001E+006          
5.4500E+001,3.4500E+001,-9.2854E+006,-2.2601E+007,-2.2036E+006          
5.4500E+001,3.5500E+001,-9.2271E+006,-2.2352E+007,-2.5649E+006          
5.4500E+001,3.6500E+001,-9.1330E+006,-2.2100E+007,-2.9958E+006          
5.4500E+001,3.7500E+001,-8.9884E+006,-2.1860E+007,-3.5070E+006          
5.4500E+001,3.8500E+001,-8.7744E+006,-2.1652E+007,-4.1110E+006          
5.4500E+001,3.9500E+001,-8.4698E+006,-2.1513E+007,-4.8144E+006          
5.4500E+001,4.0500E+001,-8.0568E+006,-2.1492E+007,-5.6126E+006          
5.4500E+001,4.1500E+001,-7.5412E+006,-2.1660E+007,-6.4800E+006          
5.4500E+001,4.2500E+001,-7.0269E+006,-2.2100E+007,-7.3537E+006          
5.4500E+001,4.3500E+001,-6.7661E+006,-2.2800E+007,-8.2267E+006          
5.4500E+001,4.4500E+001,-7.3063E+006,-2.3842E+007,-9.3153E+006          
5.4384E+001,4.5616E+001,-8.3059E+006,-2.3770E+007,-1.1858E+007          
5.4384E+001,4.6616E+001,-1.0136E+007,-2.9682E+007,-1.4934E+007          
5.4500E+001,4.7423E+001,-1.4576E+007,-3.5121E+007,-1.8169E+007          
0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000             
0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000             
0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000             
0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000             
5.4500E+001,5.2577E+001,-1.4329E+007,-3.4780E+007,1.8045E+007           
5.4384E+001,5.3384E+001,-9.7870E+006,-2.9510E+007,1.4996E+007           
5.4384E+001,5.4384E+001,-8.2546E+006,-2.3731E+007,1.1877E+007           
5.4500E+001,5.5500E+001,-7.2800E+006,-2.3946E+007,9.4886E+006           
5.4500E+001,5.6500E+001,-6.7275E+006,-2.2943E+007,8.3595E+006           
5.4500E+001,5.7500E+001,-6.9901E+006,-2.2233E+007,7.4856E+006           
5.4500E+001,5.8500E+001,-7.5175E+006,-2.1794E+007,6.6006E+006           
5.4500E+001,5.9500E+001,-8.0379E+006,-2.1637E+007,5.7214E+006           
5.4500E+001,6.0500E+001,-8.4510E+006,-2.1672E+007,4.9152E+006           
5.4500E+001,6.1500E+001,-8.7547E+006,-2.1828E+007,4.2069E+006           
5.4500E+001,6.2500E+001,-8.9676E+006,-2.2052E+007,3.5992E+006           
5.4500E+001,6.3500E+001,-9.1116E+006,-2.2309E+007,3.0846E+006           
5.4500E+001,6.4500E+001,-9.2055E+006,-2.2577E+007,2.6519E+006           
5.4500E+001,6.5500E+001,-9.2637E+006,-2.2843E+007,2.2891E+006           
5.4500E+001,6.6500E+001,-9.2968E+006,-2.3099E+007,1.9850E+006           
5.4500E+001,6.7500E+001,-9.3136E+006,-2.3341E+007,1.7292E+006           
5.4500E+001,6.8500E+001,-9.3193E+006,-2.3567E+007,1.5136E+006           
5.4500E+001,6.9500E+001,-9.3182E+006,-2.3776E+007,1.3311E+006           
5.4500E+001,7.0500E+001,-9.3125E+006,-2.3968E+007,1.1762E+006           
5.4500E+001,7.1500E+001,-9.3052E+006,-2.4146E+007,1.0441E+006           
5.4500E+001,7.2500E+001,-9.2968E+006,-2.4308E+007,9.3079E+005           
5.4500E+001,7.3500E+001,-9.2886E+006,-2.4458E+007,8.3344E+005           
5.4500E+001,7.4500E+001,-9.2813E+006,-2.4595E+007,7.4920E+005           
5.4500E+001,7.5500E+001,-9.2754E+006,-2.4721E+007,6.7599E+005           
5.4500E+001,7.6500E+001,-9.2713E+006,-2.4837E+007,6.1222E+005           
5.4500E+001,7.7500E+001,-9.2693E+006,-2.4944E+007,5.5642E+005           
5.4500E+001,7.8500E+001,-9.2694E+006,-2.5044E+007,5.0728E+005           
5.4500E+001,7.9500E+001,-9.2717E+006,-2.5135E+007,4.6389E+005           
5.4500E+001,8.0500E+001,-9.2766E+006,-2.5220E+007,4.2542E+005           
5.4500E+001,8.1500E+001,-9.2840E+006,-2.5298E+007,3.9118E+005           
5.4500E+001,8.2500E+001,-9.2941E+006,-2.5372E+007,3.6047E+005           
5.4500E+001,8.3500E+001,-9.3067E+006,-2.5439E+007,3.3279E+005           
5.4500E+001,8.4500E+001,-9.3224E+006,-2.5502E+007,3.0764E+005           
5.4500E+001,8.5500E+001,-9.3411E+006,-2.5561E+007,2.8461E+005           
5.4500E+001,8.6500E+001,-9.3630E+006,-2.5616E+007,2.6336E+005           
5.4500E+001,8.7500E+001,-9.3882E+006,-2.5666E+007,2.4359E+005           
5.4500E+001,8.8500E+001,-9.4170E+006,-2.5713E+007,2.2493E+005           
5.4500E+001,8.9500E+001,-9.4496E+006,-2.5757E+007,2.0731E+005           
5.4500E+001,9.0500E+001,-9.4866E+006,-2.5797E+007,1.9023E+005           
5.4500E+001,9.1500E+001,-9.5280E+006,-2.5834E+007,1.7342E+005           
5.4500E+001,9.2500E+001,-9.5741E+006,-2.5867E+007,1.5670E+005           
5.4500E+001,9.3500E+001,-9.6256E+006,-2.5898E+007,1.3976E+005           
5.4500E+001,9.4500E+001,-9.6830E+006,-2.5925E+007,1.2236E+005           
5.4500E+001,9.5500E+001,-9.7467E+006,-2.5948E+007,1.0394E+005           
5.4500E+001,9.6500E+001,-9.8174E+006,-2.5967E+007,8.4440E+004           
5.4500E+001,9.7500E+001,-9.8960E+006,-2.5983E+007,6.3282E+004           
5.4500E+001,9.8500E+001,-9.9838E+006,-2.5993E+007,4.0015E+004           
5.4500E+001,9.9500E+001,-1.0081E+007,-2.5999E+007,1.4170E+004          
5.5500E+001,5.0000E-001,-9.1145E+006,-2.5218E+007,-5.8642E+003           
5.5500E+001,1.5000E+000,-9.1147E+006,-2.5216E+007,-1.8151E+004           
5.5500E+001,2.5000E+000,-9.1153E+006,-2.5212E+007,-3.0435E+004           
5.5500E+001,3.5000E+000,-9.1159E+006,-2.5207E+007,-4.3012E+004           
5.5500E+001,4.5000E+000,-9.1169E+006,-2.5199E+007,-5.6388E+004           
5.5500E+001,5.5000E+000,-9.1181E+006,-2.5190E+007,-6.9908E+004           
5.5500E+001,6.5000E+000,-9.1194E+006,-2.5179E+007,-8.3913E+004           
5.5500E+001,7.5000E+000,-9.1207E+006,-2.5165E+007,-9.8543E+004           
5.5500E+001,8.5000E+000,-9.1221E+006,-2.5149E+007,-1.1312E+005           
5.5500E+001,9.5000E+000,-9.1236E+006,-2.5131E+007,-1.2986E+005          
5.5500E+001,1.0500E+001,-9.1253E+006,-2.5110E+007,-1.4721E+005          
5.5500E+001,1.1500E+001,-9.1280E+006,-2.5086E+007,-1.6596E+005          
5.5500E+001,1.2500E+001,-9.1307E+006,-2.5060E+007,-1.8665E+005          
5.5500E+001,1.3500E+001,-9.1337E+006,-2.5031E+007,-2.0930E+005          
5.5500E+001,1.4500E+001,-9.1370E+006,-2.4999E+007,-2.3347E+005          
5.5500E+001,1.5500E+001,-9.1405E+006,-2.4963E+007,-2.5954E+005          
5.5500E+001,1.6500E+001,-9.1446E+006,-2.4923E+007,-2.8923E+005          
5.5500E+001,1.7500E+001,-9.1492E+006,-2.4879E+007,-3.2156E+005          
5.5500E+001,1.8500E+001,-9.1539E+006,-2.4831E+007,-3.5740E+005          
5.5500E+001,1.9500E+001,-9.1589E+006,-2.4779E+007,-3.9712E+005          
5.5500E+001,2.0500E+001,-9.1644E+006,-2.4722E+007,-4.4174E+005          
5.5500E+001,2.1500E+001,-9.1694E+006,-2.4659E+007,-4.9188E+005          
5.5500E+001,2.2500E+001,-9.1747E+006,-2.4591E+007,-5.4858E+005          
5.5500E+001,2.3500E+001,-9.1797E+006,-2.4516E+007,-6.1264E+005          
5.5500E+001,2.4500E+001,-9.1838E+006,-2.4434E+007,-6.8483E+005          
5.5500E+001,2.5500E+001,-9.1868E+006,-2.4345E+007,-7.6733E+005          
5.5500E+001,2.6500E+001,-9.1889E+006,-2.4249E+007,-8.6149E+005          
5.5500E+001,2.7500E+001,-9.1885E+006,-2.4145E+007,-9.6948E+005          
5.5500E+001,2.8500E+001,-9.1842E+006,-2.4034E+007,-1.0939E+006          
5.5500E+001,2.9500E+001,-9.1747E+006,-2.3915E+007,-1.2373E+006          
5.5500E+001,3.0500E+001,-9.1585E+006,-2.3790E+007,-1.4035E+006          
5.5500E+001,3.1500E+001,-9.1327E+006,-2.3658E+007,-1.5964E+006          
5.5500E+001,3.2500E+001,-9.0942E+006,-2.3525E+007,-1.8202E+006          
5.5500E+001,3.3500E+001,-9.0367E+006,-2.3393E+007,-2.0811E+006          
5.5500E+001,3.4500E+001,-8.9534E+006,-2.3267E+007,-2.3848E+006          
5.5500E+001,3.5500E+001,-8.8376E+006,-2.3158E+007,-2.7368E+006          
5.5500E+001,3.6500E+001,-8.6768E+006,-2.3080E+007,-3.1432E+006          
5.5500E+001,3.7500E+001,-8.4583E+006,-2.3056E+007,-3.6079E+006          
5.5500E+001,3.8500E+001,-8.1681E+006,-2.3113E+007,-4.1317E+006          
5.5500E+001,3.9500E+001,-7.7940E+006,-2.3296E+007,-4.7066E+006          
5.5500E+001,4.0500E+001,-7.3342E+006,-2.3658E+007,-5.3110E+006          
5.5500E+001,4.1500E+001,-6.8187E+006,-2.4266E+007,-5.9062E+006          
5.5500E+001,4.2500E+001,-6.3356E+006,-2.5184E+007,-6.4439E+006          
5.5500E+001,4.3500E+001,-6.0593E+006,-2.6480E+007,-6.9048E+006          
5.5500E+001,4.4500E+001,-6.1484E+006,-2.8252E+007,-7.3814E+006          
5.5500E+001,4.5500E+001,-6.6868E+006,-3.0758E+007,-7.9802E+006          
5.5500E+001,4.6500E+001,-7.8431E+006,-3.3987E+007,-8.7616E+006          
5.5411E+001,4.7536E+001,-7.3125E+006,-4.1276E+007,-1.1138E+007          
5.5386E+001,4.8541E+001,-8.1902E+006,-4.7943E+007,-1.0205E+007          
5.5476E+001,4.9505E+001,-6.2020E+006,-5.1141E+007,-3.9595E+006          
5.5476E+001,5.0495E+001,-6.1906E+006,-5.1130E+007,3.9441E+006           
5.5386E+001,5.1459E+001,-8.1374E+006,-4.7911E+007,1.0155E+007           
5.5411E+001,5.2464E+001,-7.3304E+006,-4.1454E+007,1.1125E+007           
5.5500E+001,5.3500E+001,-7.7951E+006,-3.4268E+007,8.8095E+006           
5.5500E+001,5.4500E+001,-6.5579E+006,-3.0891E+007,8.0699E+006           
5.5500E+001,5.5500E+001,-6.0468E+006,-2.8400E+007,7.5287E+006           
5.5500E+001,5.6500E+001,-6.0063E+006,-2.6618E+007,7.0405E+006           
5.5500E+001,5.7500E+001,-6.2951E+006,-2.5325E+007,6.5750E+006           
5.5500E+001,5.8500E+001,-6.7858E+006,-2.4411E+007,6.0326E+006           
5.5500E+001,5.9500E+001,-7.3069E+006,-2.3811E+007,5.4313E+006           
5.5500E+001,6.0500E+001,-7.7693E+006,-2.3460E+007,4.8212E+006           
5.5500E+001,6.1500E+001,-8.1447E+006,-2.3291E+007,4.2421E+006           
5.5500E+001,6.2500E+001,-8.4352E+006,-2.3248E+007,3.7150E+006           
5.5500E+001,6.3500E+001,-8.6533E+006,-2.3289E+007,3.2477E+006           
5.5500E+001,6.4500E+001,-8.8140E+006,-2.3382E+007,2.8395E+006           
5.5500E+001,6.5500E+001,-8.9308E+006,-2.3507E+007,2.4862E+006           
5.5500E+001,6.6500E+001,-9.0146E+006,-2.3649E+007,2.1822E+006           
5.5500E+001,6.7500E+001,-9.0738E+006,-2.3798E+007,1.9210E+006           
5.5500E+001,6.8500E+001,-9.1151E+006,-2.3949E+007,1.6966E+006           
5.5500E+001,6.9500E+001,-9.1439E+006,-2.4097E+007,1.5039E+006           
5.5500E+001,7.0500E+001,-9.1634E+006,-2.4240E+007,1.3379E+006           
5.5500E+001,7.1500E+001,-9.1768E+006,-2.4376E+007,1.1948E+006           
5.5500E+001,7.2500E+001,-9.1858E+006,-2.4504E+007,1.0708E+006           
5.5500E+001,7.3500E+001,-9.1925E+006,-2.4625E+007,9.6315E+005           
5.5500E+001,7.4500E+001,-9.1979E+006,-2.4739E+007,8.6944E+005           
5.5500E+001,7.5500E+001,-9.2025E+006,-2.4845E+007,7.8755E+005           
5.5500E+001,7.6500E+001,-9.2073E+006,-2.4944E+007,7.1565E+005           
5.5500E+001,7.7500E+001,-9.2128E+006,-2.5037E+007,6.5227E+005           
5.5500E+001,7.8500E+001,-9.2197E+006,-2.5124E+007,5.9638E+005           
5.5500E+001,7.9500E+001,-9.2278E+006,-2.5205E+007,5.4675E+005           
5.5500E+001,8.0500E+001,-9.2375E+006,-2.5280E+007,5.0252E+005           
5.5500E+001,8.1500E+001,-9.2491E+006,-2.5351E+007,4.6287E+005           
5.5500E+001,8.2500E+001,-9.2626E+006,-2.5417E+007,4.2720E+005           
5.5500E+001,8.3500E+001,-9.2782E+006,-2.5479E+007,3.9495E+005           
5.5500E+001,8.4500E+001,-9.2964E+006,-2.5536E+007,3.6556E+005           
5.5500E+001,8.5500E+001,-9.3171E+006,-2.5590E+007,3.3870E+005           
5.5500E+001,8.6500E+001,-9.3405E+006,-2.5641E+007,3.1397E+005           
5.5500E+001,8.7500E+001,-9.3674E+006,-2.5688E+007,2.9076E+005           
5.5500E+001,8.8500E+001,-9.3973E+006,-2.5732E+007,2.6867E+005           
5.5500E+001,8.9500E+001,-9.4308E+006,-2.5772E+007,2.4768E+005           
5.5500E+001,9.0500E+001,-9.4681E+006,-2.5810E+007,2.2746E+005           
5.5500E+001,9.1500E+001,-9.5096E+006,-2.5844E+007,2.0749E+005           
5.5500E+001,9.2500E+001,-9.5556E+006,-2.5876E+007,1.8745E+005           
5.5500E+001,9.3500E+001,-9.6068E+006,-2.5904E+007,1.6711E+005           
5.5500E+001,9.4500E+001,-9.6635E+006,-2.5929E+007,1.4626E+005           
5.5500E+001,9.5500E+001,-9.7259E+006,-2.5951E+007,1.2428E+005           
5.5500E+001,9.6500E+001,-9.7949E+006,-2.5969E+007,1.0099E+005           
5.5500E+001,9.7500E+001,-9.8718E+006,-2.5984E+007,7.5826E+004           
5.5500E+001,9.8500E+001,-9.9570E+006,-2.5994E+007,4.8006E+004           
5.5500E+001,9.9500E+001,-1.0052E+007,-2.5999E+007,1.7099E+004          
5.6500E+001,5.0000E-001,-9.1009E+006,-2.5242E+007,-6.7836E+003           
5.6500E+001,1.5000E+000,-9.1012E+006,-2.5240E+007,-2.0637E+004           
5.6500E+001,2.5000E+000,-9.1015E+006,-2.5237E+007,-3.4850E+004           
5.6500E+001,3.5000E+000,-9.1020E+006,-2.5232E+007,-4.9405E+004           
5.6500E+001,4.5000E+000,-9.1022E+006,-2.5225E+007,-6.4947E+004           
5.6500E+001,5.5000E+000,-9.1028E+006,-2.5217E+007,-7.9992E+004           
5.6500E+001,6.5000E+000,-9.1035E+006,-2.5206E+007,-9.6007E+004           
5.6500E+001,7.5000E+000,-9.1039E+006,-2.5194E+007,-1.1256E+005           
5.6500E+001,8.5000E+000,-9.1043E+006,-2.5180E+007,-1.2966E+005           
5.6500E+001,9.5000E+000,-9.1047E+006,-2.5164E+007,-1.4849E+005          
5.6500E+001,1.0500E+001,-9.1055E+006,-2.5145E+007,-1.6845E+005          
5.6500E+001,1.1500E+001,-9.1070E+006,-2.5124E+007,-1.9001E+005          
5.6500E+001,1.2500E+001,-9.1079E+006,-2.5100E+007,-2.1268E+005          
5.6500E+001,1.3500E+001,-9.1086E+006,-2.5075E+007,-2.3810E+005          
5.6500E+001,1.4500E+001,-9.1094E+006,-2.5047E+007,-2.6527E+005          
5.6500E+001,1.5500E+001,-9.1105E+006,-2.5016E+007,-2.9496E+005          
5.6500E+001,1.6500E+001,-9.1119E+006,-2.4982E+007,-3.2818E+005          
5.6500E+001,1.7500E+001,-9.1127E+006,-2.4944E+007,-3.6426E+005          
5.6500E+001,1.8500E+001,-9.1137E+006,-2.4903E+007,-4.0386E+005          
5.6500E+001,1.9500E+001,-9.1140E+006,-2.4858E+007,-4.4806E+005          
5.6500E+001,2.0500E+001,-9.1139E+006,-2.4812E+007,-4.9739E+005          
5.6500E+001,2.1500E+001,-9.1126E+006,-2.4759E+007,-5.5257E+005          
5.6500E+001,2.2500E+001,-9.1112E+006,-2.4704E+007,-6.1399E+005          
5.6500E+001,2.3500E+001,-9.1079E+006,-2.4644E+007,-6.8294E+005          
5.6500E+001,2.4500E+001,-9.1028E+006,-2.4580E+007,-7.6061E+005          
5.6500E+001,2.5500E+001,-9.0956E+006,-2.4512E+007,-8.4882E+005          
5.6500E+001,2.6500E+001,-9.0847E+006,-2.4440E+007,-9.4878E+005          
5.6500E+001,2.7500E+001,-9.0693E+006,-2.4366E+007,-1.0623E+006          
5.6500E+001,2.8500E+001,-9.0478E+006,-2.4289E+007,-1.1912E+006          
5.6500E+001,2.9500E+001,-9.0182E+006,-2.4212E+007,-1.3375E+006          
5.6500E+001,3.0500E+001,-8.9784E+006,-2.4137E+007,-1.5055E+006          
5.6500E+001,3.1500E+001,-8.9253E+006,-2.4065E+007,-1.6972E+006          
5.6500E+001,3.2500E+001,-8.8549E+006,-2.4003E+007,-1.9153E+006          
5.6500E+001,3.3500E+001,-8.7616E+006,-2.3956E+007,-2.1633E+006          
5.6500E+001,3.4500E+001,-8.6393E+006,-2.3933E+007,-2.4451E+006          
5.6500E+001,3.5500E+001,-8.4796E+006,-2.3947E+007,-2.7615E+006          
5.6500E+001,3.6500E+001,-8.2733E+006,-2.4015E+007,-3.1126E+006          
5.6500E+001,3.7500E+001,-8.0114E+006,-2.4162E+007,-3.4950E+006          
5.6500E+001,3.8500E+001,-7.6866E+006,-2.4417E+007,-3.9003E+006          
5.6500E+001,3.9500E+001,-7.2976E+006,-2.4818E+007,-4.3094E+006          
5.6500E+001,4.0500E+001,-6.8572E+006,-2.5410E+007,-4.6924E+006          
5.6500E+001,4.1500E+001,-6.4049E+006,-2.6240E+007,-5.0071E+006          
5.6500E+001,4.2500E+001,-6.0225E+006,-2.7353E+007,-5.2099E+006          
5.6500E+001,4.3500E+001,-5.8300E+006,-2.8787E+007,-5.2775E+006          
5.6500E+001,4.4500E+001,-5.9497E+006,-3.0610E+007,-5.2238E+006          
5.6500E+001,4.5500E+001,-6.4641E+006,-3.2932E+007,-5.0665E+006          
5.6500E+001,4.6500E+001,-7.5742E+006,-3.5932E+007,-4.7439E+006          
5.6500E+001,4.7500E+001,-8.8593E+006,-4.0120E+007,-4.5311E+006          
5.6500E+001,4.8500E+001,-9.6216E+006,-4.4001E+007,-3.4544E+006          
5.6500E+001,4.9500E+001,-1.0426E+007,-4.8713E+007,-1.5888E+006          
5.6500E+001,5.0500E+001,-1.0407E+007,-4.8747E+007,1.6014E+006           
5.6500E+001,5.1500E+001,-9.6153E+006,-4.4129E+007,3.5116E+006           
5.6500E+001,5.2500E+001,-8.8665E+006,-4.0233E+007,4.6002E+006           
5.6500E+001,5.3500E+001,-7.5599E+006,-3.6075E+007,4.7934E+006           
5.6500E+001,5.4500E+001,-6.3959E+006,-3.3094E+007,5.1435E+006           
5.6500E+001,5.5500E+001,-5.8711E+006,-3.0760E+007,5.3473E+006           
5.6500E+001,5.6500E+001,-5.7731E+006,-2.8928E+007,5.4106E+006           
5.6500E+001,5.7500E+001,-5.9790E+006,-2.7496E+007,5.3436E+006           
5.6500E+001,5.8500E+001,-6.3690E+006,-2.6390E+007,5.1387E+006           
5.6500E+001,5.9500E+001,-6.8259E+006,-2.5567E+007,4.8210E+006           
5.6500E+001,6.0500E+001,-7.2697E+006,-2.4985E+007,4.4349E+006           
5.6500E+001,6.1500E+001,-7.6608E+006,-2.4596E+007,4.0228E+006           
5.6500E+001,6.2500E+001,-7.9865E+006,-2.4354E+007,3.6155E+006           
5.6500E+001,6.3500E+001,-8.2488E+006,-2.4223E+007,3.2311E+006           
5.6500E+001,6.4500E+001,-8.4553E+006,-2.4169E+007,2.8785E+006           
5.6500E+001,6.5500E+001,-8.6157E+006,-2.4170E+007,2.5617E+006           
5.6500E+001,6.6500E+001,-8.7395E+006,-2.4209E+007,2.2799E+006           
5.6500E+001,6.7500E+001,-8.8348E+006,-2.4271E+007,2.0312E+006           
5.6500E+001,6.8500E+001,-8.9079E+006,-2.4350E+007,1.8129E+006           
5.6500E+001,6.9500E+001,-8.9638E+006,-2.4439E+007,1.6216E+006           
5.6500E+001,7.0500E+001,-9.0070E+006,-2.4531E+007,1.4542E+006           
5.6500E+001,7.1500E+001,-9.0407E+006,-2.4625E+007,1.3075E+006           
5.6500E+001,7.2500E+001,-9.0676E+006,-2.4718E+007,1.1791E+006           
5.6500E+001,7.3500E+001,-9.0890E+006,-2.4809E+007,1.0664E+006           
5.6500E+001,7.4500E+001,-9.1068E+006,-2.4897E+007,9.6738E+005           
5.6500E+001,7.5500E+001,-9.1226E+006,-2.4982E+007,8.8006E+005           
5.6500E+001,7.6500E+001,-9.1371E+006,-2.5063E+007,8.0300E+005           
5.6500E+001,7.7500E+001,-9.1503E+006,-2.5140E+007,7.3468E+005           
5.6500E+001,7.8500E+001,-9.1638E+006,-2.5214E+007,6.7376E+005           
5.6500E+001,7.9500E+001,-9.1781E+006,-2.5283E+007,6.1931E+005           
5.6500E+001,8.0500E+001,-9.1932E+006,-2.5349E+007,5.7063E+005           
5.6500E+001,8.1500E+001,-9.2094E+006,-2.5411E+007,5.2682E+005           
5.6500E+001,8.2500E+001,-9.2268E+006,-2.5469E+007,4.8727E+005           
5.6500E+001,8.3500E+001,-9.2457E+006,-2.5524E+007,4.5131E+005           
5.6500E+001,8.4500E+001,-9.2666E+006,-2.5575E+007,4.1844E+005           
5.6500E+001,8.5500E+001,-9.2897E+006,-2.5624E+007,3.8817E+005           
5.6500E+001,8.6500E+001,-9.3151E+006,-2.5669E+007,3.6007E+005           
5.6500E+001,8.7500E+001,-9.3434E+006,-2.5713E+007,3.3387E+005           
5.6500E+001,8.8500E+001,-9.3745E+006,-2.5752E+007,3.0915E+005           
5.6500E+001,8.9500E+001,-9.4088E+006,-2.5790E+007,2.8522E+005           
5.6500E+001,9.0500E+001,-9.4467E+006,-2.5824E+007,2.6185E+005           
5.6500E+001,9.1500E+001,-9.4883E+006,-2.5856E+007,2.3900E+005           
5.6500E+001,9.2500E+001,-9.5342E+006,-2.5885E+007,2.1612E+005           
5.6500E+001,9.3500E+001,-9.5847E+006,-2.5911E+007,1.9279E+005           
5.6500E+001,9.4500E+001,-9.6403E+006,-2.5935E+007,1.6870E+005           
5.6500E+001,9.5500E+001,-9.7015E+006,-2.5954E+007,1.4351E+005           
5.6500E+001,9.6500E+001,-9.7691E+006,-2.5971E+007,1.1650E+005           
5.6500E+001,9.7500E+001,-9.8436E+006,-2.5985E+007,8.7355E+004           
5.6500E+001,9.8500E+001,-9.9257E+006,-2.5994E+007,5.5283E+004           
5.6500E+001,9.9500E+001,-1.0016E+007,-2.5999E+007,1.9788E+004          
5.7500E+001,5.0000E-001,-9.0861E+006,-2.5269E+007,-7.7375E+003           
5.7500E+001,1.5000E+000,-9.0864E+006,-2.5268E+007,-2.3274E+004           
5.7500E+001,2.5000E+000,-9.0862E+006,-2.5266E+007,-3.9117E+004           
5.7500E+001,3.5000E+000,-9.0862E+006,-2.5261E+007,-5.5341E+004           
5.7500E+001,4.5000E+000,-9.0864E+006,-2.5255E+007,-7.2099E+004           
5.7500E+001,5.5000E+000,-9.0861E+006,-2.5247E+007,-8.9170E+004           
5.7500E+001,6.5000E+000,-9.0859E+006,-2.5238E+007,-1.0684E+005           
5.7500E+001,7.5000E+000,-9.0856E+006,-2.5228E+007,-1.2516E+005           
5.7500E+001,8.5000E+000,-9.0850E+006,-2.5216E+007,-1.4411E+005           
5.7500E+001,9.5000E+000,-9.0844E+006,-2.5201E+007,-1.6497E+005          
5.7500E+001,1.0500E+001,-9.0839E+006,-2.5185E+007,-1.8696E+005          
5.7500E+001,1.1500E+001,-9.0829E+006,-2.5167E+007,-2.1070E+005          
