xcen,ycen,sxx,syy,sxy                                                     
2.0500E+001,7.5500E+001,-8.4965E+006,-2.6491E+007,-2.6032E+005          
2.0500E+001,7.6500E+001,-8.5134E+006,-2.6458E+007,-2.7357E+005          
2.0500E+001,7.7500E+001,-8.5323E+006,-2.6426E+007,-2.8523E+005          
2.0500E+001,7.8500E+001,-8.5528E+006,-2.6396E+007,-2.9387E+005          
2.0500E+001,7.9500E+001,-8.5746E+006,-2.6365E+007,-2.9998E+005          
2.0500E+001,8.0500E+001,-8.5978E+006,-2.6336E+007,-3.0478E+005          
2.0500E+001,8.1500E+001,-8.6209E+006,-2.6308E+007,-3.0696E+005          
2.0500E+001,8.2500E+001,-8.6436E+006,-2.6279E+007,-3.0644E+005          
2.0500E+001,8.3500E+001,-8.6669E+006,-2.6252E+007,-3.0364E+005          
2.0500E+001,8.4500E+001,-8.6904E+006,-2.6227E+007,-2.9947E+005          
2.0500E+001,8.5500E+001,-8.7135E+006,-2.6203E+007,-2.9347E+005          
2.0500E+001,8.6500E+001,-8.7358E+006,-2.6180E+007,-2.8517E+005          
2.0500E+001,8.7500E+001,-8.7572E+006,-2.6157E+007,-2.7536E+005          
2.0500E+001,8.8500E+001,-8.7779E+006,-2.6136E+007,-2.6393E+005          
2.0500E+001,8.9500E+001,-8.7967E+006,-2.6116E+007,-2.5027E+005          
2.0500E+001,9.0500E+001,-8.8142E+006,-2.6097E+007,-2.3475E+005          
2.0500E+001,9.1500E+001,-8.8301E+006,-2.6079E+007,-2.1780E+005          
2.0500E+001,9.2500E+001,-8.8441E+006,-2.6064E+007,-1.9898E+005          
2.0500E+001,9.3500E+001,-8.8558E+006,-2.6049E+007,-1.7814E+005          
2.0500E+001,9.4500E+001,-8.8646E+006,-2.6036E+007,-1.5563E+005          
2.0500E+001,9.5500E+001,-8.8703E+006,-2.6025E+007,-1.3144E+005          
2.0500E+001,9.6500E+001,-8.8725E+006,-2.6015E+007,-1.0579E+005          
2.0500E+001,9.7500E+001,-8.8707E+006,-2.6008E+007,-7.8000E+004          
2.0500E+001,9.8500E+001,-8.8640E+006,-2.6003E+007,-4.8202E+004          
2.0500E+001,9.9500E+001,-8.8523E+006,-2.6000E+007,-1.6590E+004         
2.1500E+001,5.0000E-001,-8.7166E+006,-2.6111E+007,4.4685E+003            
2.1500E+001,1.5000E+000,-8.7156E+006,-2.6112E+007,1.3008E+004            
2.1500E+001,2.5000E+000,-8.7136E+006,-2.6114E+007,2.2108E+004            
2.1500E+001,3.5000E+000,-8.7104E+006,-2.6118E+007,3.0846E+004            
2.1500E+001,4.5000E+000,-8.7060E+006,-2.6123E+007,3.9189E+004            
2.1500E+001,5.5000E+000,-8.7009E+006,-2.6129E+007,4.7140E+004            
2.1500E+001,6.5000E+000,-8.6941E+006,-2.6138E+007,5.5457E+004            
2.1500E+001,7.5000E+000,-8.6863E+006,-2.6146E+007,6.3192E+004            
2.1500E+001,8.5000E+000,-8.6776E+006,-2.6156E+007,6.9460E+004            
2.1500E+001,9.5000E+000,-8.6676E+006,-2.6168E+007,7.6472E+004           
2.1500E+001,1.0500E+001,-8.6566E+006,-2.6180E+007,8.2554E+004           
2.1500E+001,1.1500E+001,-8.6448E+006,-2.6195E+007,8.6606E+004           
2.1500E+001,1.2500E+001,-8.6326E+006,-2.6210E+007,9.1868E+004           
2.1500E+001,1.3500E+001,-8.6198E+006,-2.6228E+007,9.4945E+004           
2.1500E+001,1.4500E+001,-8.6045E+006,-2.6246E+007,9.6586E+004           
2.1500E+001,1.5500E+001,-8.5887E+006,-2.6266E+007,9.8021E+004           
2.1500E+001,1.6500E+001,-8.5727E+006,-2.6288E+007,9.8153E+004           
2.1500E+001,1.7500E+001,-8.5560E+006,-2.6311E+007,9.7299E+004           
2.1500E+001,1.8500E+001,-8.5397E+006,-2.6335E+007,9.3448E+004           
2.1500E+001,1.9500E+001,-8.5227E+006,-2.6361E+007,8.9340E+004           
2.1500E+001,2.0500E+001,-8.5056E+006,-2.6389E+007,8.3033E+004           
2.1500E+001,2.1500E+001,-8.4894E+006,-2.6418E+007,7.4461E+004           
2.1500E+001,2.2500E+001,-8.4735E+006,-2.6448E+007,6.4404E+004           
2.1500E+001,2.3500E+001,-8.4587E+006,-2.6478E+007,5.1932E+004           
2.1500E+001,2.4500E+001,-8.4458E+006,-2.6510E+007,3.8359E+004           
2.1500E+001,2.5500E+001,-8.4347E+006,-2.6543E+007,2.1212E+004           
2.1500E+001,2.6500E+001,-8.4251E+006,-2.6576E+007,1.7705E+003           
2.1500E+001,2.7500E+001,-8.4181E+006,-2.6608E+007,-2.0330E+004          
2.1500E+001,2.8500E+001,-8.4151E+006,-2.6641E+007,-4.3422E+004          
2.1500E+001,2.9500E+001,-8.4147E+006,-2.6672E+007,-6.8965E+004          
2.1500E+001,3.0500E+001,-8.4189E+006,-2.6701E+007,-9.6634E+004          
2.1500E+001,3.1500E+001,-8.4285E+006,-2.6730E+007,-1.2617E+005          
2.1500E+001,3.2500E+001,-8.4425E+006,-2.6755E+007,-1.5568E+005          
2.1500E+001,3.3500E+001,-8.4631E+006,-2.6778E+007,-1.8471E+005          
2.1500E+001,3.4500E+001,-8.4884E+006,-2.6797E+007,-2.1685E+005          
2.1500E+001,3.5500E+001,-8.5204E+006,-2.6814E+007,-2.4395E+005          
2.1500E+001,3.6500E+001,-8.5579E+006,-2.6826E+007,-2.7165E+005          
2.1500E+001,3.7500E+001,-8.6004E+006,-2.6834E+007,-2.9596E+005          
2.1500E+001,3.8500E+001,-8.6486E+006,-2.6838E+007,-3.1592E+005          
2.1500E+001,3.9500E+001,-8.7005E+006,-2.6838E+007,-3.3147E+005          
2.1500E+001,4.0500E+001,-8.7551E+006,-2.6834E+007,-3.4302E+005          
2.1500E+001,4.1500E+001,-8.8124E+006,-2.6826E+007,-3.4659E+005          
2.1500E+001,4.2500E+001,-8.8692E+006,-2.6816E+007,-3.4389E+005          
2.1500E+001,4.3500E+001,-8.9248E+006,-2.6805E+007,-3.3472E+005          
2.1500E+001,4.4500E+001,-8.9779E+006,-2.6791E+007,-3.1755E+005          
2.1500E+001,4.5500E+001,-9.0250E+006,-2.6779E+007,-2.9413E+005          
2.1500E+001,4.6500E+001,-9.0626E+006,-2.6768E+007,-2.6404E+005          
2.1500E+001,4.7500E+001,-9.0938E+006,-2.6759E+007,-2.2955E+005          
2.1500E+001,4.8500E+001,-9.1167E+006,-2.6751E+007,-1.9061E+005          
2.1500E+001,4.9500E+001,-9.1280E+006,-2.6748E+007,-1.4823E+005          
2.1500E+001,5.0500E+001,-9.1265E+006,-2.6751E+007,-1.0511E+005          
2.1500E+001,5.1500E+001,-9.1138E+006,-2.6755E+007,-6.3806E+004          
2.1500E+001,5.2500E+001,-9.0926E+006,-2.6762E+007,-2.4522E+004          
2.1500E+001,5.3500E+001,-9.0606E+006,-2.6772E+007,9.7775E+003           
2.1500E+001,5.4500E+001,-9.0194E+006,-2.6784E+007,3.9499E+004           
2.1500E+001,5.5500E+001,-8.9722E+006,-2.6796E+007,6.3396E+004           
2.1500E+001,5.6500E+001,-8.9194E+006,-2.6809E+007,7.9448E+004           
2.1500E+001,5.7500E+001,-8.8628E+006,-2.6821E+007,8.8748E+004           
2.1500E+001,5.8500E+001,-8.8064E+006,-2.6832E+007,9.1713E+004           
2.1500E+001,5.9500E+001,-8.7495E+006,-2.6839E+007,8.6684E+004           
2.1500E+001,6.0500E+001,-8.6947E+006,-2.6844E+007,7.6022E+004           
2.1500E+001,6.1500E+001,-8.6426E+006,-2.6845E+007,5.9495E+004           
2.1500E+001,6.2500E+001,-8.5947E+006,-2.6840E+007,3.8111E+004           
2.1500E+001,6.3500E+001,-8.5529E+006,-2.6833E+007,1.3231E+004           
2.1500E+001,6.4500E+001,-8.5165E+006,-2.6821E+007,-1.4320E+004          
2.1500E+001,6.5500E+001,-8.4864E+006,-2.6805E+007,-4.3639E+004          
2.1500E+001,6.6500E+001,-8.4626E+006,-2.6785E+007,-7.3521E+004          
2.1500E+001,6.7500E+001,-8.4448E+006,-2.6760E+007,-1.0425E+005          
2.1500E+001,6.8500E+001,-8.4341E+006,-2.6734E+007,-1.3448E+005          
2.1500E+001,6.9500E+001,-8.4285E+006,-2.6705E+007,-1.6332E+005          
2.1500E+001,7.0500E+001,-8.4268E+006,-2.6674E+007,-1.9050E+005          
2.1500E+001,7.1500E+001,-8.4301E+006,-2.6643E+007,-2.1642E+005          
2.1500E+001,7.2500E+001,-8.4379E+006,-2.6609E+007,-2.3991E+005          
2.1500E+001,7.3500E+001,-8.4498E+006,-2.6576E+007,-2.6051E+005          
2.1500E+001,7.4500E+001,-8.4642E+006,-2.6541E+007,-2.7871E+005          
2.1500E+001,7.5500E+001,-8.4819E+006,-2.6507E+007,-2.9392E+005          
2.1500E+001,7.6500E+001,-8.5017E+006,-2.6472E+007,-3.0721E+005          
2.1500E+001,7.7500E+001,-8.5233E+006,-2.6438E+007,-3.1833E+005          
2.1500E+001,7.8500E+001,-8.5460E+006,-2.6405E+007,-3.2639E+005          
2.1500E+001,7.9500E+001,-8.5703E+006,-2.6373E+007,-3.3198E+005          
2.1500E+001,8.0500E+001,-8.5954E+006,-2.6342E+007,-3.3525E+005          
2.1500E+001,8.1500E+001,-8.6207E+006,-2.6312E+007,-3.3599E+005          
2.1500E+001,8.2500E+001,-8.6459E+006,-2.6283E+007,-3.3439E+005          
2.1500E+001,8.3500E+001,-8.6711E+006,-2.6254E+007,-3.3100E+005          
2.1500E+001,8.4500E+001,-8.6970E+006,-2.6230E+007,-3.2585E+005          
2.1500E+001,8.5500E+001,-8.7217E+006,-2.6205E+007,-3.1874E+005          
2.1500E+001,8.6500E+001,-8.7458E+006,-2.6180E+007,-3.0901E+005          
2.1500E+001,8.7500E+001,-8.7691E+006,-2.6158E+007,-2.9773E+005          
2.1500E+001,8.8500E+001,-8.7913E+006,-2.6136E+007,-2.8483E+005          
2.1500E+001,8.9500E+001,-8.8122E+006,-2.6116E+007,-2.6979E+005          
2.1500E+001,9.0500E+001,-8.8314E+006,-2.6097E+007,-2.5338E+005          
2.1500E+001,9.1500E+001,-8.8490E+006,-2.6080E+007,-2.3529E+005          
2.1500E+001,9.2500E+001,-8.8646E+006,-2.6064E+007,-2.1509E+005          
2.1500E+001,9.3500E+001,-8.8780E+006,-2.6049E+007,-1.9298E+005          
2.1500E+001,9.4500E+001,-8.8887E+006,-2.6036E+007,-1.6899E+005          
2.1500E+001,9.5500E+001,-8.8964E+006,-2.6025E+007,-1.4290E+005          
2.1500E+001,9.6500E+001,-8.9003E+006,-2.6016E+007,-1.1485E+005          
2.1500E+001,9.7500E+001,-8.9004E+006,-2.6008E+007,-8.4656E+004          
2.1500E+001,9.8500E+001,-8.8959E+006,-2.6003E+007,-5.2304E+004          
2.1500E+001,9.9500E+001,-8.8863E+006,-2.6000E+007,-1.8158E+004         
2.2500E+001,5.0000E-001,-8.7271E+006,-2.6075E+007,5.0294E+003            
2.2500E+001,1.5000E+000,-8.7258E+006,-2.6076E+007,1.4784E+004            
2.2500E+001,2.5000E+000,-8.7233E+006,-2.6078E+007,2.4835E+004            
2.2500E+001,3.5000E+000,-8.7202E+006,-2.6082E+007,3.4723E+004            
2.2500E+001,4.5000E+000,-8.7153E+006,-2.6087E+007,4.4292E+004            
2.2500E+001,5.5000E+000,-8.7095E+006,-2.6094E+007,5.3789E+004            
2.2500E+001,6.5000E+000,-8.7030E+006,-2.6102E+007,6.3746E+004            
2.2500E+001,7.5000E+000,-8.6947E+006,-2.6111E+007,7.2550E+004            
2.2500E+001,8.5000E+000,-8.6849E+006,-2.6121E+007,8.0104E+004            
2.2500E+001,9.5000E+000,-8.6750E+006,-2.6134E+007,8.8303E+004           
2.2500E+001,1.0500E+001,-8.6639E+006,-2.6147E+007,9.5595E+004           
2.2500E+001,1.1500E+001,-8.6511E+006,-2.6161E+007,1.0132E+005           
2.2500E+001,1.2500E+001,-8.6374E+006,-2.6177E+007,1.0724E+005           
2.2500E+001,1.3500E+001,-8.6236E+006,-2.6195E+007,1.1237E+005           
2.2500E+001,1.4500E+001,-8.6080E+006,-2.6215E+007,1.1611E+005           
2.2500E+001,1.5500E+001,-8.5908E+006,-2.6237E+007,1.1952E+005           
2.2500E+001,1.6500E+001,-8.5734E+006,-2.6260E+007,1.2059E+005           
2.2500E+001,1.7500E+001,-8.5561E+006,-2.6284E+007,1.2145E+005           
2.2500E+001,1.8500E+001,-8.5374E+006,-2.6310E+007,1.1944E+005           
2.2500E+001,1.9500E+001,-8.5185E+006,-2.6338E+007,1.1717E+005           
2.2500E+001,2.0500E+001,-8.4999E+006,-2.6368E+007,1.1212E+005           
2.2500E+001,2.1500E+001,-8.4817E+006,-2.6400E+007,1.0447E+005           
2.2500E+001,2.2500E+001,-8.4639E+006,-2.6432E+007,9.5753E+004           
2.2500E+001,2.3500E+001,-8.4466E+006,-2.6466E+007,8.4379E+004           
2.2500E+001,2.4500E+001,-8.4310E+006,-2.6500E+007,7.0974E+004           
2.2500E+001,2.5500E+001,-8.4177E+006,-2.6538E+007,5.4415E+004           
2.2500E+001,2.6500E+001,-8.4056E+006,-2.6575E+007,3.5600E+004           
2.2500E+001,2.7500E+001,-8.3960E+006,-2.6612E+007,1.3535E+004           
2.2500E+001,2.8500E+001,-8.3900E+006,-2.6649E+007,-1.0501E+004          
2.2500E+001,2.9500E+001,-8.3885E+006,-2.6685E+007,-3.7103E+004          
2.2500E+001,3.0500E+001,-8.3911E+006,-2.6720E+007,-6.6200E+004          
2.2500E+001,3.1500E+001,-8.3982E+006,-2.6752E+007,-9.7552E+004          
2.2500E+001,3.2500E+001,-8.4118E+006,-2.6782E+007,-1.3054E+005          
2.2500E+001,3.3500E+001,-8.4323E+006,-2.6811E+007,-1.6255E+005          
2.2500E+001,3.4500E+001,-8.4584E+006,-2.6834E+007,-1.9732E+005          
2.2500E+001,3.5500E+001,-8.4918E+006,-2.6857E+007,-2.2958E+005          
2.2500E+001,3.6500E+001,-8.5311E+006,-2.6873E+007,-2.6125E+005          
2.2500E+001,3.7500E+001,-8.5761E+006,-2.6884E+007,-2.9042E+005          
2.2500E+001,3.8500E+001,-8.6283E+006,-2.6892E+007,-3.1563E+005          
2.2500E+001,3.9500E+001,-8.6863E+006,-2.6894E+007,-3.3548E+005          
2.2500E+001,4.0500E+001,-8.7474E+006,-2.6891E+007,-3.5018E+005          
2.2500E+001,4.1500E+001,-8.8110E+006,-2.6885E+007,-3.5767E+005          
2.2500E+001,4.2500E+001,-8.8763E+006,-2.6875E+007,-3.5661E+005          
2.2500E+001,4.3500E+001,-8.9391E+006,-2.6863E+007,-3.4824E+005          
2.2500E+001,4.4500E+001,-8.9981E+006,-2.6848E+007,-3.3206E+005          
2.2500E+001,4.5500E+001,-9.0519E+006,-2.6835E+007,-3.0744E+005          
2.2500E+001,4.6500E+001,-9.0971E+006,-2.6823E+007,-2.7573E+005          
2.2500E+001,4.7500E+001,-9.1341E+006,-2.6813E+007,-2.3934E+005          
2.2500E+001,4.8500E+001,-9.1600E+006,-2.6806E+007,-1.9633E+005          
2.2500E+001,4.9500E+001,-9.1721E+006,-2.6802E+007,-1.5090E+005          
2.2500E+001,5.0500E+001,-9.1718E+006,-2.6805E+007,-1.0390E+005          
2.2500E+001,5.1500E+001,-9.1583E+006,-2.6811E+007,-5.9006E+004          
2.2500E+001,5.2500E+001,-9.1321E+006,-2.6820E+007,-1.6577E+004          
2.2500E+001,5.3500E+001,-9.0947E+006,-2.6831E+007,2.1289E+004           
2.2500E+001,5.4500E+001,-9.0475E+006,-2.6845E+007,5.2157E+004           
2.2500E+001,5.5500E+001,-8.9923E+006,-2.6858E+007,7.6211E+004           
2.2500E+001,5.6500E+001,-8.9326E+006,-2.6873E+007,9.2366E+004           
2.2500E+001,5.7500E+001,-8.8694E+006,-2.6886E+007,1.0006E+005           
2.2500E+001,5.8500E+001,-8.8047E+006,-2.6897E+007,1.0032E+005           
2.2500E+001,5.9500E+001,-8.7410E+006,-2.6905E+007,9.1754E+004           
2.2500E+001,6.0500E+001,-8.6803E+006,-2.6910E+007,7.6998E+004           
2.2500E+001,6.1500E+001,-8.6235E+006,-2.6909E+007,5.6115E+004           
2.2500E+001,6.2500E+001,-8.5709E+006,-2.6902E+007,3.0135E+004           
2.2500E+001,6.3500E+001,-8.5247E+006,-2.6892E+007,6.7769E+002           
2.2500E+001,6.4500E+001,-8.4868E+006,-2.6877E+007,-3.1039E+004          
2.2500E+001,6.5500E+001,-8.4560E+006,-2.6857E+007,-6.4109E+004          
2.2500E+001,6.6500E+001,-8.4319E+006,-2.6832E+007,-9.7931E+004          
2.2500E+001,6.7500E+001,-8.4147E+006,-2.6804E+007,-1.3183E+005          
2.2500E+001,6.8500E+001,-8.4040E+006,-2.6773E+007,-1.6545E+005          
2.2500E+001,6.9500E+001,-8.3994E+006,-2.6740E+007,-1.9640E+005          
2.2500E+001,7.0500E+001,-8.4002E+006,-2.6705E+007,-2.2538E+005          
2.2500E+001,7.1500E+001,-8.4060E+006,-2.6670E+007,-2.5216E+005          
2.2500E+001,7.2500E+001,-8.4162E+006,-2.6633E+007,-2.7637E+005          
2.2500E+001,7.3500E+001,-8.4303E+006,-2.6595E+007,-2.9681E+005          
2.2500E+001,7.4500E+001,-8.4472E+006,-2.6558E+007,-3.1532E+005          
2.2500E+001,7.5500E+001,-8.4679E+006,-2.6520E+007,-3.3034E+005          
2.2500E+001,7.6500E+001,-8.4904E+006,-2.6483E+007,-3.4295E+005          
2.2500E+001,7.7500E+001,-8.5145E+006,-2.6447E+007,-3.5294E+005          
2.2500E+001,7.8500E+001,-8.5406E+006,-2.6411E+007,-3.6021E+005          
2.2500E+001,7.9500E+001,-8.5676E+006,-2.6378E+007,-3.6479E+005          
2.2500E+001,8.0500E+001,-8.5945E+006,-2.6345E+007,-3.6667E+005          
2.2500E+001,8.1500E+001,-8.6218E+006,-2.6314E+007,-3.6653E+005          
2.2500E+001,8.2500E+001,-8.6492E+006,-2.6284E+007,-3.6338E+005          
2.2500E+001,8.3500E+001,-8.6767E+006,-2.6255E+007,-3.5892E+005          
2.2500E+001,8.4500E+001,-8.7042E+006,-2.6230E+007,-3.5196E+005          
2.2500E+001,8.5500E+001,-8.7308E+006,-2.6204E+007,-3.4349E+005          
2.2500E+001,8.6500E+001,-8.7565E+006,-2.6179E+007,-3.3280E+005          
2.2500E+001,8.7500E+001,-8.7821E+006,-2.6157E+007,-3.2048E+005          
2.2500E+001,8.8500E+001,-8.8061E+006,-2.6135E+007,-3.0635E+005          
2.2500E+001,8.9500E+001,-8.8284E+006,-2.6116E+007,-2.9029E+005          
2.2500E+001,9.0500E+001,-8.8495E+006,-2.6097E+007,-2.7249E+005          
2.2500E+001,9.1500E+001,-8.8691E+006,-2.6079E+007,-2.5290E+005          
2.2500E+001,9.2500E+001,-8.8867E+006,-2.6063E+007,-2.3108E+005          
2.2500E+001,9.3500E+001,-8.9018E+006,-2.6049E+007,-2.0723E+005          
2.2500E+001,9.4500E+001,-8.9144E+006,-2.6036E+007,-1.8141E+005          
2.2500E+001,9.5500E+001,-8.9242E+006,-2.6025E+007,-1.5351E+005          
2.2500E+001,9.6500E+001,-8.9306E+006,-2.6016E+007,-1.2341E+005          
2.2500E+001,9.7500E+001,-8.9323E+006,-2.6008E+007,-9.1197E+004          
2.2500E+001,9.8500E+001,-8.9299E+006,-2.6003E+007,-5.6581E+004          
2.2500E+001,9.9500E+001,-8.9229E+006,-2.6001E+007,-1.9728E+004         
2.3500E+001,5.0000E-001,-8.7378E+006,-2.6037E+007,5.4395E+003            
2.3500E+001,1.5000E+000,-8.7369E+006,-2.6039E+007,1.6754E+004            
2.3500E+001,2.5000E+000,-8.7341E+006,-2.6041E+007,2.7909E+004            
2.3500E+001,3.5000E+000,-8.7303E+006,-2.6045E+007,3.8899E+004            
2.3500E+001,4.5000E+000,-8.7255E+006,-2.6050E+007,5.0008E+004            
2.3500E+001,5.5000E+000,-8.7197E+006,-2.6057E+007,6.0205E+004            
2.3500E+001,6.5000E+000,-8.7129E+006,-2.6065E+007,7.1309E+004            
2.3500E+001,7.5000E+000,-8.7045E+006,-2.6074E+007,8.1828E+004            
2.3500E+001,8.5000E+000,-8.6946E+006,-2.6085E+007,9.0676E+004            
2.3500E+001,9.5000E+000,-8.6839E+006,-2.6098E+007,1.0051E+005           
2.3500E+001,1.0500E+001,-8.6718E+006,-2.6111E+007,1.0935E+005           
2.3500E+001,1.1500E+001,-8.6594E+006,-2.6126E+007,1.1674E+005           
2.3500E+001,1.2500E+001,-8.6455E+006,-2.6143E+007,1.2394E+005           
2.3500E+001,1.3500E+001,-8.6298E+006,-2.6161E+007,1.3044E+005           
2.3500E+001,1.4500E+001,-8.6132E+006,-2.6182E+007,1.3601E+005           
2.3500E+001,1.5500E+001,-8.5951E+006,-2.6205E+007,1.4175E+005           
2.3500E+001,1.6500E+001,-8.5764E+006,-2.6229E+007,1.4415E+005           
2.3500E+001,1.7500E+001,-8.5577E+006,-2.6254E+007,1.4713E+005           
2.3500E+001,1.8500E+001,-8.5379E+006,-2.6282E+007,1.4711E+005           
2.3500E+001,1.9500E+001,-8.5173E+006,-2.6312E+007,1.4611E+005           
2.3500E+001,2.0500E+001,-8.4972E+006,-2.6344E+007,1.4285E+005           
2.3500E+001,2.1500E+001,-8.4765E+006,-2.6378E+007,1.3730E+005           
2.3500E+001,2.2500E+001,-8.4550E+006,-2.6412E+007,1.3005E+005           
2.3500E+001,2.3500E+001,-8.4353E+006,-2.6450E+007,1.2037E+005           
2.3500E+001,2.4500E+001,-8.4170E+006,-2.6489E+007,1.0830E+005           
2.3500E+001,2.5500E+001,-8.3996E+006,-2.6529E+007,9.2860E+004           
2.3500E+001,2.6500E+001,-8.3851E+006,-2.6571E+007,7.3499E+004           
2.3500E+001,2.7500E+001,-8.3735E+006,-2.6612E+007,5.1919E+004           
2.3500E+001,2.8500E+001,-8.3656E+006,-2.6655E+007,2.7438E+004           
2.3500E+001,2.9500E+001,-8.3608E+006,-2.6696E+007,1.0218E+003           
2.3500E+001,3.0500E+001,-8.3612E+006,-2.6736E+007,-2.9428E+004          
2.3500E+001,3.1500E+001,-8.3673E+006,-2.6774E+007,-6.2621E+004          
2.3500E+001,3.2500E+001,-8.3790E+006,-2.6810E+007,-9.8211E+004          
2.3500E+001,3.3500E+001,-8.3974E+006,-2.6844E+007,-1.3427E+005          
2.3500E+001,3.4500E+001,-8.4232E+006,-2.6873E+007,-1.7352E+005          
2.3500E+001,3.5500E+001,-8.4576E+006,-2.6901E+007,-2.0984E+005          
2.3500E+001,3.6500E+001,-8.4989E+006,-2.6923E+007,-2.4546E+005          
2.3500E+001,3.7500E+001,-8.5478E+006,-2.6939E+007,-2.7986E+005          
2.3500E+001,3.8500E+001,-8.6038E+006,-2.6950E+007,-3.0980E+005          
2.3500E+001,3.9500E+001,-8.6663E+006,-2.6955E+007,-3.3507E+005          
2.3500E+001,4.0500E+001,-8.7351E+006,-2.6954E+007,-3.5410E+005          
2.3500E+001,4.1500E+001,-8.8071E+006,-2.6948E+007,-3.6601E+005          
2.3500E+001,4.2500E+001,-8.8797E+006,-2.6939E+007,-3.6782E+005          
2.3500E+001,4.3500E+001,-8.9517E+006,-2.6926E+007,-3.6206E+005          
2.3500E+001,4.4500E+001,-9.0200E+006,-2.6912E+007,-3.4717E+005          
2.3500E+001,4.5500E+001,-9.0817E+006,-2.6898E+007,-3.2172E+005          
2.3500E+001,4.6500E+001,-9.1364E+006,-2.6884E+007,-2.8848E+005          
2.3500E+001,4.7500E+001,-9.1787E+006,-2.6872E+007,-2.4948E+005          
2.3500E+001,4.8500E+001,-9.2069E+006,-2.6867E+007,-2.0279E+005          
2.3500E+001,4.9500E+001,-9.2210E+006,-2.6863E+007,-1.5318E+005          
2.3500E+001,5.0500E+001,-9.2208E+006,-2.6864E+007,-1.0192E+005          
2.3500E+001,5.1500E+001,-9.2045E+006,-2.6871E+007,-5.2380E+004          
2.3500E+001,5.2500E+001,-9.1735E+006,-2.6881E+007,-6.3001E+003          
2.3500E+001,5.3500E+001,-9.1308E+006,-2.6896E+007,3.4100E+004           
2.3500E+001,5.4500E+001,-9.0764E+006,-2.6910E+007,6.7288E+004           
2.3500E+001,5.5500E+001,-9.0137E+006,-2.6927E+007,9.1853E+004           
2.3500E+001,5.6500E+001,-8.9444E+006,-2.6943E+007,1.0731E+005           
2.3500E+001,5.7500E+001,-8.8718E+006,-2.6957E+007,1.1201E+005           
2.3500E+001,5.8500E+001,-8.7998E+006,-2.6969E+007,1.0901E+005           
2.3500E+001,5.9500E+001,-8.7274E+006,-2.6977E+007,9.7235E+004           
2.3500E+001,6.0500E+001,-8.6589E+006,-2.6980E+007,7.7285E+004           
2.3500E+001,6.1500E+001,-8.5969E+006,-2.6977E+007,5.1200E+004           
2.3500E+001,6.2500E+001,-8.5412E+006,-2.6968E+007,2.0002E+004           
2.3500E+001,6.3500E+001,-8.4930E+006,-2.6954E+007,-1.4857E+004          
2.3500E+001,6.4500E+001,-8.4520E+006,-2.6934E+007,-5.1734E+004          
2.3500E+001,6.5500E+001,-8.4204E+006,-2.6910E+007,-8.9116E+004          
2.3500E+001,6.6500E+001,-8.3965E+006,-2.6880E+007,-1.2675E+005          
2.3500E+001,6.7500E+001,-8.3804E+006,-2.6847E+007,-1.6423E+005          
2.3500E+001,6.8500E+001,-8.3714E+006,-2.6812E+007,-1.9982E+005          
2.3500E+001,6.9500E+001,-8.3686E+006,-2.6774E+007,-2.3301E+005          
2.3500E+001,7.0500E+001,-8.3720E+006,-2.6734E+007,-2.6349E+005          
2.3500E+001,7.1500E+001,-8.3808E+006,-2.6694E+007,-2.9168E+005          
2.3500E+001,7.2500E+001,-8.3944E+006,-2.6653E+007,-3.1702E+005          
2.3500E+001,7.3500E+001,-8.4121E+006,-2.6612E+007,-3.3733E+005          
2.3500E+001,7.4500E+001,-8.4323E+006,-2.6571E+007,-3.5520E+005          
2.3500E+001,7.5500E+001,-8.4547E+006,-2.6530E+007,-3.6970E+005          
2.3500E+001,7.6500E+001,-8.4798E+006,-2.6490E+007,-3.8121E+005          
2.3500E+001,7.7500E+001,-8.5070E+006,-2.6451E+007,-3.8980E+005          
2.3500E+001,7.8500E+001,-8.5358E+006,-2.6415E+007,-3.9577E+005          
2.3500E+001,7.9500E+001,-8.5649E+006,-2.6379E+007,-3.9911E+005          
2.3500E+001,8.0500E+001,-8.5952E+006,-2.6346E+007,-3.9964E+005          
2.3500E+001,8.1500E+001,-8.6247E+006,-2.6313E+007,-3.9782E+005          
2.3500E+001,8.2500E+001,-8.6541E+006,-2.6283E+007,-3.9372E+005          
2.3500E+001,8.3500E+001,-8.6837E+006,-2.6254E+007,-3.8781E+005          
2.3500E+001,8.4500E+001,-8.7127E+006,-2.6227E+007,-3.7949E+005          
2.3500E+001,8.5500E+001,-8.7412E+006,-2.6201E+007,-3.6973E+005          
2.3500E+001,8.6500E+001,-8.7694E+006,-2.6177E+007,-3.5749E+005          
2.3500E+001,8.7500E+001,-8.7966E+006,-2.6155E+007,-3.4370E+005          
2.3500E+001,8.8500E+001,-8.8221E+006,-2.6134E+007,-3.2787E+005          
2.3500E+001,8.9500E+001,-8.8464E+006,-2.6113E+007,-3.1010E+005          
2.3500E+001,9.0500E+001,-8.8694E+006,-2.6094E+007,-2.9076E+005          
2.3500E+001,9.1500E+001,-8.8908E+006,-2.6077E+007,-2.6955E+005          
2.3500E+001,9.2500E+001,-8.9102E+006,-2.6062E+007,-2.4637E+005          
2.3500E+001,9.3500E+001,-8.9274E+006,-2.6048E+007,-2.2136E+005          
2.3500E+001,9.4500E+001,-8.9421E+006,-2.6035E+007,-1.9415E+005          
